reg_date,product_cls_code,product_cls_name,item_name,kind_name,rank,unit,country_name,market_name,price
2019-01-13,2,도매,소,갈비,1+등급,100g,,,
2019-01-13,2,도매,소,갈비,1등급,100g,,,
2019-01-13,2,도매,소,등심,1++등급,100g,,,
2019-01-13,2,도매,소,등심,1+등급,100g,,,
2019-01-13,2,도매,소,등심,1등급,100g,,,
2019-01-13,2,도매,소,설도,1++등급,100g,,,
2019-01-13,2,도매,소,설도,1+등급,100g,,,
2019-01-13,2,도매,소,설도,1등급,100g,,,
2019-01-13,2,도매,소,안심,1++등급,100g,,,
2019-01-13,2,도매,소,안심,1+등급,100g,,,
2019-01-13,2,도매,소,안심,1등급,100g,,,
2019-01-13,2,도매,소,양지,1++등급,100g,,,
2019-01-13,2,도매,소,양지,1+등급,100g,,,
2019-01-13,2,도매,소,양지,1등급,100g,,,
2019-01-14,1,소매,소,갈비,1++등급,100g,,,
2019-01-14,1,소매,소,갈비,1+등급,100g,,,
2019-01-14,1,소매,소,갈비,1등급,100g,,,
2019-01-14,1,소매,소,등심,1++등급,100g,,,
2019-01-14,1,소매,소,등심,1+등급,100g,,,
2019-01-14,1,소매,소,등심,1등급,100g,,,
2019-01-14,1,소매,소,설도,1++등급,100g,,,
2019-01-14,1,소매,소,설도,1+등급,100g,,,
2019-01-14,1,소매,소,설도,1등급,100g,,,
2019-01-14,1,소매,소,안심,1++등급,100g,,,
2019-01-14,1,소매,소,안심,1+등급,100g,,,
2019-01-14,1,소매,소,안심,1등급,100g,,,
2019-01-14,1,소매,소,양지,1++등급,100g,,,
2019-01-14,1,소매,소,양지,1+등급,100g,,,
2019-01-14,1,소매,소,양지,1등급,100g,,,
2019-01-14,2,도매,소,갈비,1++등급,100g,,,
2019-01-14,2,도매,소,갈비,1+등급,100g,,,
2019-01-14,2,도매,소,갈비,1등급,100g,,,
2019-01-14,2,도매,소,등심,1++등급,100g,,,
2019-01-14,2,도매,소,등심,1+등급,100g,,,
2019-01-14,2,도매,소,등심,1등급,100g,,,
2019-01-14,2,도매,소,설도,1++등급,100g,,,
2019-01-14,2,도매,소,설도,1+등급,100g,,,
2019-01-14,2,도매,소,설도,1등급,100g,,,
2019-01-14,2,도매,소,안심,1++등급,100g,,,
2019-01-14,2,도매,소,안심,1+등급,100g,,,
2019-01-14,2,도매,소,안심,1등급,100g,,,
2019-01-14,2,도매,소,양지,1++등급,100g,,,
2019-01-14,2,도매,소,양지,1+등급,100g,,,
2019-01-14,2,도매,소,양지,1등급,100g,,,
2019-01-15,1,소매,소,갈비,1++등급,100g,,,
2019-01-15,1,소매,소,갈비,1+등급,100g,,,
2019-01-15,1,소매,소,갈비,1등급,100g,,,
2019-01-15,1,소매,소,등심,1++등급,100g,,,
2019-01-15,1,소매,소,등심,1+등급,100g,,,
2019-01-15,1,소매,소,등심,1등급,100g,,,8006.0
2019-01-15,1,소매,소,설도,1++등급,100g,,,
2019-01-15,1,소매,소,설도,1+등급,100g,,,
2019-01-15,1,소매,소,설도,1등급,100g,,,
2019-01-15,1,소매,소,안심,1++등급,100g,,,
2019-01-15,1,소매,소,안심,1+등급,100g,,,
2019-01-15,1,소매,소,안심,1등급,100g,,,
2019-01-15,1,소매,소,양지,1++등급,100g,,,
2019-01-15,1,소매,소,양지,1+등급,100g,,,
2019-01-15,1,소매,소,양지,1등급,100g,,,
2019-01-15,2,도매,소,갈비,1++등급,100g,,,
2019-01-15,2,도매,소,갈비,1+등급,100g,,,
2019-01-15,2,도매,소,갈비,1등급,100g,,,
2019-01-15,2,도매,소,등심,1++등급,100g,,,
2019-01-15,2,도매,소,등심,1+등급,100g,,,
2019-01-15,2,도매,소,등심,1등급,100g,,,8006.0
2019-01-15,2,도매,소,설도,1++등급,100g,,,
2019-01-15,2,도매,소,설도,1+등급,100g,,,
2019-01-15,2,도매,소,설도,1등급,100g,,,
2019-01-15,2,도매,소,안심,1++등급,100g,,,
2019-01-15,2,도매,소,안심,1+등급,100g,,,
2019-01-15,2,도매,소,안심,1등급,100g,,,
2019-01-15,2,도매,소,양지,1++등급,100g,,,
2019-01-15,2,도매,소,양지,1+등급,100g,,,
2019-01-15,2,도매,소,양지,1등급,100g,,,
2019-01-16,1,소매,소,갈비,1++등급,100g,,,
2019-01-16,1,소매,소,갈비,1+등급,100g,,,
2019-01-16,1,소매,소,갈비,1등급,100g,,,
2019-01-16,1,소매,소,등심,1++등급,100g,,,
2019-01-16,1,소매,소,등심,1+등급,100g,,,
2019-01-16,1,소매,소,등심,1등급,100g,,,8009.0
2019-01-16,1,소매,소,설도,1++등급,100g,,,
2019-01-16,1,소매,소,설도,1+등급,100g,,,
2019-01-16,1,소매,소,설도,1등급,100g,,,
2019-01-16,1,소매,소,안심,1++등급,100g,,,
2019-01-16,1,소매,소,안심,1+등급,100g,,,
2019-01-16,1,소매,소,안심,1등급,100g,,,
2019-01-16,1,소매,소,양지,1++등급,100g,,,
2019-01-16,1,소매,소,양지,1+등급,100g,,,
2019-01-16,1,소매,소,양지,1등급,100g,,,
2019-01-16,2,도매,소,갈비,1++등급,100g,,,
2019-01-16,2,도매,소,갈비,1+등급,100g,,,
2019-01-16,2,도매,소,갈비,1등급,100g,,,
2019-01-16,2,도매,소,등심,1++등급,100g,,,
2019-01-16,2,도매,소,등심,1+등급,100g,,,
2019-01-16,2,도매,소,등심,1등급,100g,,,8009.0
2019-01-16,2,도매,소,설도,1++등급,100g,,,
2019-01-16,2,도매,소,설도,1+등급,100g,,,
2019-01-16,2,도매,소,설도,1등급,100g,,,
2019-01-16,2,도매,소,안심,1++등급,100g,,,
2019-01-16,2,도매,소,안심,1+등급,100g,,,
2019-01-16,2,도매,소,안심,1등급,100g,,,
2019-01-16,2,도매,소,양지,1++등급,100g,,,
2019-01-16,2,도매,소,양지,1+등급,100g,,,
2019-01-16,2,도매,소,양지,1등급,100g,,,
2019-01-17,1,소매,소,갈비,1++등급,100g,,,
2019-01-17,1,소매,소,갈비,1+등급,100g,,,
2019-01-17,1,소매,소,갈비,1등급,100g,,,
2019-01-17,1,소매,소,등심,1++등급,100g,,,
2019-01-17,1,소매,소,등심,1+등급,100g,,,
2019-01-17,1,소매,소,등심,1등급,100g,,,8140.0
2019-01-17,1,소매,소,설도,1++등급,100g,,,
2019-01-17,1,소매,소,설도,1+등급,100g,,,
2019-01-17,1,소매,소,설도,1등급,100g,,,
2019-01-17,1,소매,소,안심,1++등급,100g,,,
2019-01-17,1,소매,소,안심,1+등급,100g,,,
2019-01-17,1,소매,소,안심,1등급,100g,,,
